50 114
0.417022	0.997185
0.720324	0.932557
0.000114	0.128124
0.302333	0.999041
0.146756	0.236089
0.092339	0.396581
0.186260	0.387911
0.345561	0.669746
0.396767	0.935539
0.538817	0.846311
0.419195	0.313274
0.685220	0.524548
0.204452	0.443453
0.878117	0.229577
0.027388	0.534414
0.670468	0.913962
0.417305	0.457205
0.558690	0.430699
0.140387	0.939128
0.198101	0.778389
0.800745	0.715971
0.968262	0.802758
0.313424	0.092801
0.692323	0.518153
0.876389	0.865020
0.894607	0.829147
0.085044	0.829603
0.039055	0.273050
0.169830	0.059243
0.878143	0.670528
0.098347	0.593066
0.421108	0.671654
0.957890	0.411788
0.533165	0.197551
0.691877	0.289630
0.315516	0.142120
0.686501	0.783314
0.834626	0.412539
0.018288	0.034171
0.750144	0.624030
0.988861	0.660636
0.748166	0.298495
0.280444	0.446135
0.789279	0.222125
0.103226	0.073364
0.447894	0.469239
0.908596	0.096172
0.293614	0.903370
0.287775	0.119490
0.130029	0.524799
0	3
0	8
0	9
0	47
1	15
1	24
1	36
2	4
2	27
2	28
2	38
2	44
3	8
3	18
3	47
4	5
4	6
4	27
4	28
4	35
4	44
4	48
5	6
5	12
5	14
5	27
5	30
5	42
5	49
6	12
6	27
6	42
6	49
7	19
7	31
8	9
8	47
9	15
9	36
10	16
10	17
10	33
10	42
10	45
11	17
11	23
11	37
11	39
12	14
12	30
12	42
12	49
13	32
13	34
13	37
13	41
13	43
13	46
14	30
14	49
15	36
16	17
16	42
16	45
17	23
17	34
17	45
18	19
18	26
18	47
19	26
19	47
20	21
20	24
20	25
20	29
20	36
20	39
20	40
21	24
21	25
21	29
21	40
22	28
22	35
22	48
23	37
23	39
24	25
24	29
25	29
25	40
28	35
28	38
28	44
28	48
29	39
29	40
30	49
32	37
33	34
34	37
34	41
34	43
35	48
36	39
37	41
37	43
38	44
41	43
42	45
42	49
43	46
44	48
